studyName,"Sample Collection Date","Sample Number","Total Number",16-20mm,21-25mm,26-30mm,31-35mm,36-40mm,41-45mm,46-50mm,51-55mm,56-60mm,61-65mm
PAL1415,2015-01-18,14011,131,0,0,1,0,8,58,59,5,0,0
PAL1415,2015-01-18,14012,94,0,1,4,0,15,40,30,4,0,0
PAL1415,2015-01-18,14013,40,0,0,0,1,3,19,17,0,0,0
PAL1415,2015-01-18,14014,58,0,0,2,2,5,21,23,5,0,0
PAL1415,2015-01-18,14015,71,0,0,1,1,11,33,22,3,0,0
PAL1415,2015-01-26,14016,36,0,0,0,0,2,16,16,2,0,0
PAL1415,2015-01-26,14017,86,0,1,0,0,5,30,44,6,0,0
PAL1415,2015-01-26,14018,36,0,0,0,0,1,11,23,1,0,0
PAL1415,2015-01-26,14019,10,0,0,0,0,0,3,6,1,0,0
PAL1415,2015-01-26,14020,34,0,0,0,4,1,10,18,1,0,0
PAL1415,2015-02-03,14021,199,0,0,1,0,7,87,92,12,0,0
PAL1415,2015-02-03,14022,26,0,0,1,0,0,8,14,3,0,0
PAL1415,2015-02-03,14023,82,0,0,0,0,3,25,43,11,0,0
PAL1415,2015-02-03,14024,40,0,0,0,0,2,9,21,8,0,0
PAL1415,2015-02-03,14025,24,0,0,0,0,1,14,9,0,0,0
PAL1415,2015-02-09,14025,134,0,0,3,1,4,58,60,8,0,0
PAL1516,2016-01-06,15001,49,0,0,0,0,0,12,18,18,1,0
PAL1516,2016-01-06,15002,33,0,0,0,0,0,2,13,15,3,0
PAL1516,2016-01-06,15003,99,0,0,1,1,3,30,43,19,2,0
PAL1516,2016-01-06,15004,34,0,0,0,0,0,4,13,15,2,0
PAL1516,2016-01-06,15005,2,0,0,0,0,0,1,0,1,0,0
PAL1516,2016-01-12,15006,35,0,0,0,0,1,13,16,5,0,0
PAL1516,2016-01-12,15007,70,0,0,1,0,0,7,30,29,3,0
PAL1516,2016-01-12,15008,63,0,0,0,2,0,8,29,24,0,0
PAL1516,2016-01-12,15009,69,0,0,2,4,0,28,28,6,1,0
PAL1516,2016-01-12,15010,75,0,2,2,1,1,12,32,18,7,0
PAL1516,2016-01-18,15011,90,0,1,0,0,1,18,49,20,1,0
PAL1516,2016-01-18,15012,74,0,0,0,0,2,25,34,12,1,0
PAL1516,2016-01-18,15013,52,3,1,1,0,0,4,13,25,5,0
PAL1516,2016-01-18,15014,116,1,8,12,5,4,37,35,12,2,0
PAL1516,2016-01-18,15015,83,0,0,5,4,3,15,36,15,5,0
PAL1516,2016-01-25,15016,90,0,12,19,13,5,11,23,5,2,0
PAL1516,2016-01-25,15017,39,0,0,1,1,1,6,15,14,1,0
PAL1516,2016-01-25,15018,39,0,0,1,0,3,10,16,9,0,0
PAL1516,2016-01-25,15019,25,0,0,0,0,0,1,6,18,0,0
PAL1516,2016-01-25,15020,52,0,0,0,0,0,1,10,31,10,0
PAL1617,2017-01-05,16001,27,0,0,0,1,3,17,4,2,0,0
PAL1617,2017-01-05,16002,53,0,0,0,0,3,12,23,15,0,0
PAL1617,2017-01-05,16003,56,0,0,0,0,1,27,21,7,0,0
PAL1617,2017-01-05,16004,83,4,17,29,13,8,10,2,0,0,0
PAL1617,2017-01-05,16005,89,0,0,1,1,6,41,28,10,2,0
PAL1617,2017-01-10,16006,82,0,0,0,0,2,10,44,23,3,0
PAL1617,2017-01-10,16007,73,0,3,14,12,7,18,12,6,1,0
PAL1617,2017-01-10,16008,59,0,0,0,0,2,17,28,12,0,0
PAL1617,2017-01-10,16009,65,0,0,0,0,1,8,30,22,4,0
PAL1617,2017-01-10,16010,92,1,0,10,10,5,28,30,7,1,0
PAL1617,2017-01-15,16011,91,0,0,0,4,4,40,41,2,0,0
PAL1617,2017-01-15,16012,55,0,0,0,0,2,10,20,23,0,0
PAL1617,2017-01-15,16013,43,0,0,0,0,4,19,19,1,0,0
PAL1617,2017-01-15,16014,25,0,0,0,0,0,1,11,13,0,0
PAL1617,2017-01-15,16015,61,0,0,2,0,0,18,29,12,0,0
PAL1617,2017-01-22,16016,52,0,0,0,0,0,4,23,20,5,0
PAL1617,2017-01-22,16017,91,0,0,0,2,1,22,32,31,3,0
PAL1617,2017-01-22,16018,57,0,0,2,3,4,16,19,9,4,0
PAL1617,2017-01-22,16019,56,0,0,0,1,1,9,27,18,0,0
PAL1617,2017-01-22,16020,18,0,0,0,0,0,5,4,8,1,0
PAL1718,2018-01-03,17001,67,0,0,0,3,23,33,6,0,2,0
PAL1718,2018-01-03,17002,52,0,0,1,6,22,19,3,1,0,0
PAL1718,2018-01-03,17003,52,0,0,6,16,20,9,0,1,0,0
PAL1718,2018-01-03,17004,61,3,1,7,8,29,13,0,0,0,0
PAL1718,2018-01-03,17005,86,0,0,1,8,51,20,5,1,0,0
PAL1718,2018-01-08,17006,69,0,3,9,4,27,14,9,3,0,0
PAL1718,2018-01-08,17007,41,0,0,3,1,14,13,6,4,0,0
PAL1718,2018-01-08,17008,63,0,1,0,3,31,26,2,0,0,0
PAL1718,2018-01-08,17009,96,2,17,23,11,28,14,0,1,0,0
PAL1718,2018-01-08,17010,82,1,25,17,4,16,16,2,1,0,0
PAL1718,2018-01-15,17011,64,0,0,1,1,13,39,10,0,0,0
PAL1718,2018-01-15,17012,62,0,1,2,2,20,32,3,2,0,0
PAL1718,2018-01-15,17013,82,0,29,21,4,12,14,1,1,0,0
PAL1718,2018-01-15,17014,97,0,12,14,6,32,26,7,0,0,0
PAL1718,2018-01-15,17015,50,0,0,1,0,24,23,2,0,0,0
PAL1718,2018-01-23,17016,120,0,5,14,10,38,44,5,4,0,0
PAL1718,2018-01-23,17017,64,0,0,0,3,19,35,7,0,0,0
PAL1718,2018-01-23,17018,56,0,1,4,8,19,22,0,2,0,0
PAL1718,2018-01-23,17019,132,0,11,48,16,24,25,8,0,0,0
PAL1718,2018-01-23,17020,81,0,1,5,11,22,36,6,0,0,0
PAL1718,2018-01-29,17021,77,0,10,31,15,9,10,2,0,0,0
PAL1718,2018-01-29,17022,42,0,0,5,6,11,13,6,1,0,0
PAL1718,2018-01-29,17023,67,0,1,17,23,5,20,1,0,0,0
PAL1718,2018-01-29,17024,96,0,6,20,19,24,25,2,0,0,0
PAL1718,2018-01-29,17025,92,0,3,21,10,19,31,8,0,0,0
