Island,Colony,Site Number,Nest Number,Egg Lay Date,Egg Loss Date,Chick Hatch Date,Chick Loss Date,Chick Creche Date,Year
HUM,5.0,3,2,45,0,82,0,102,1996
HUM,5.0,3,3,40,0,77,0,102,1996
HUM,5.0,3,4,41,0,77,0,102,1996
HUM,5.0,3,5,43,0,77,0,102,1996
HUM,1.1,4,1,47,54,0,0,0,1997
HUM,1.2,1,1,47,53,0,0,0,1997
HUM,1.2,1,2,41,63,0,0,0,1997
HUM,1.2,1,3,47,75,0,0,0,1997
HUM,1.2,1,4,48,63,0,0,0,1997
HUM,1.2,1,5,41,70,0,0,0,1997
HUM,1.3,3,1,47,65,0,0,0,1997
HUM,1.3,3,3,47,0,80,91,0,1997
HUM,2.0,1,1,42,0,79,0,110,1997
HUM,2.0,1,2,38,0,75,0,110,1997
HUM,2.0,1,3,44,0,79,0,110,1997
HUM,2.0,1,4,41,0,76,0,110,1997
HUM,2.0,1,5,40,0,77,0,110,1997
HUM,2.0,2,1,45,0,82,0,109,1997
HUM,2.0,2,2,40,0,77,0,109,1997
HUM,2.0,2,3,44,-1,0,0,0,1997
HUM,2.0,2,4,45,0,77,0,109,1997
HUM,2.0,2,5,44,0,79,0,109,1997
HUM,2.0,3,1,44,0,79,0,109,1997
HUM,2.0,3,2,39,85,0,0,0,1997
HUM,2.0,3,3,41,0,75,0,109,1997
HUM,2.0,3,4,43,0,80,0,109,1997
HUM,2.0,3,5,45,0,81,0,109,1997
HUM,2.0,4,1,48,66,0,0,0,1997
HUM,2.0,4,2,41,60,0,0,0,1997
HUM,2.0,4,3,44,70,0,0,0,1997
HUM,2.0,4,4,45,0,80,80,0,1997
HUM,2.0,4,5,45,0,81,0,109,1997
HUM,2.0,5,1,43,0,80,0,109,1997
HUM,2.0,5,2,36,0,73,0,109,1997
HUM,2.0,5,3,43,0,80,0,109,1997
HUM,2.0,5,4,36,0,73,0,109,1997
HUM,2.0,5,5,40,0,77,0,109,1997
HUM,2.0,6,1,44,0,79,0,110,1997
HUM,2.0,6,2,36,0,73,0,110,1997
HUM,2.0,6,3,42,0,79,0,110,1997
HUM,2.0,6,5,39,0,76,0,110,1997
HUM,2.0,7,1,41,0,76,0,110,1997
HUM,2.0,7,2,43,0,79,0,110,1997
HUM,2.0,7,3,46,0,79,0,110,1997
HUM,2.0,7,4,46,0,79,0,110,1997
HUM,2.0,7,5,43,74,0,0,0,1997
HUM,2.0,8,1,43,0,78,0,110,1997
HUM,2.0,8,2,43,0,75,0,110,1997
HUM,2.0,8,3,44,0,80,0,110,1997
HUM,2.0,8,4,45,0,79,0,110,1997
HUM,2.0,8,5,43,0,78,0,110,1997
HUM,2.0,9,1,43,50,0,0,0,1997
HUM,2.0,9,2,48,0,81,0,110,1997
HUM,2.0,9,3,44,0,76,0,110,1997
HUM,2.0,9,4,44,0,82,0,110,1997
HUM,2.0,9,5,41,0,84,0,110,1997
HUM,2.0,10,1,41,0,77,0,110,1997
HUM,2.0,10,2,44,0,79,0,110,1997
HUM,2.0,10,3,44,0,82,0,110,1997
HUM,2.0,10,4,44,0,80,0,110,1997
HUM,2.0,10,5,43,0,79,0,110,1997
HUM,2.0,11,1,41,0,77,0,113,1997
HUM,2.0,11,2,51,0,82,0,113,1997
HUM,2.0,11,3,47,0,77,0,113,1997
HUM,2.0,11,4,47,0,82,0,113,1997
HUM,2.0,11,5,47,0,82,0,113,1997
HUM,2.0,12,1,45,60,0,0,0,1997
HUM,2.0,12,2,45,74,0,0,0,1997
HUM,2.0,12,3,45,0,81,0,107,1997
HUM,2.0,12,4,45,76,0,0,0,1997
HUM,2.0,12,5,45,0,81,0,107,1997
HUM,2.0,13,1,47,0,84,0,115,1997
HUM,2.0,13,2,47,0,84,0,115,1997
HUM,2.0,13,3,41,78,0,0,0,1997
HUM,2.0,13,5,47,0,84,0,115,1997
HUM,2.0,14,1,47,0,80,0,111,1997
HUM,2.0,14,2,47,0,80,0,111,1997
HUM,2.0,14,3,41,0,80,0,111,1997
HUM,2.0,14,4,47,0,80,0,111,1997
HUM,2.0,14,5,41,0,80,0,111,1997
HUM,2.0,15,1,41,0,76,0,112,1997
HUM,2.0,15,2,48,0,81,0,112,1997
HUM,2.0,15,3,41,0,76,87,0,1997
HUM,2.0,15,4,41,0,81,0,112,1997
HUM,2.0,15,5,48,0,81,0,112,1997
HUM,2.1,2,1,47,0,85,0,110,1997
HUM,2.1,2,2,47,0,78,0,110,1997
HUM,2.1,2,3,47,0,78,0,110,1997
HUM,2.1,2,4,51,0,85,0,110,1997
HUM,2.1,2,5,41,0,78,0,110,1997
HUM,2.1,3,1,41,0,77,0,113,1997
HUM,2.1,3,2,41,0,77,0,113,1997
HUM,2.1,3,3,48,0,82,0,113,1997
HUM,2.1,3,4,48,0,82,0,113,1997
HUM,2.1,3,5,41,77,0,0,0,1997
HUM,2.2,1,1,45,0,81,0,109,1997
HUM,2.2,1,2,45,0,81,0,109,1997
HUM,2.2,1,3,41,0,77,0,109,1997
HUM,2.2,1,4,48,0,84,0,109,1997
HUM,2.2,1,5,48,0,84,0,109,1997
HUM,2.2,2,1,48,0,85,0,111,1997
HUM,2.2,2,2,47,0,75,0,111,1997
HUM,2.2,2,3,47,0,85,0,111,1997
HUM,2.2,2,4,47,0,81,0,111,1997
HUM,2.2,2,5,47,0,81,0,111,1997
HUM,3.0,1,1,44,0,79,0,109,1997
HUM,3.0,1,2,42,0,76,0,109,1997
HUM,3.0,1,3,51,0,80,0,109,1997
HUM,3.0,1,4,41,0,75,0,109,1997
HUM,3.0,1,5,46,0,84,0,109,1997
HUM,3.0,2,1,43,0,80,0,109,1997
HUM,3.0,2,2,44,0,79,0,109,1997
HUM,3.0,2,3,44,0,81,0,109,1997
HUM,3.0,2,4,45,0,82,0,109,1997
HUM,3.0,2,5,48,0,84,0,109,1997
HUM,3.0,3,1,38,0,75,0,106,1997
HUM,3.0,3,2,47,0,84,0,106,1997
HUM,3.0,3,4,41,0,78,0,109,1997
HUM,3.0,3,5,44,0,78,0,109,1997
HUM,3.0,4,1,42,0,79,0,109,1997
HUM,3.0,4,2,45,0,84,0,109,1997
HUM,3.0,4,3,43,0,90,0,109,1997
HUM,3.0,4,4,41,0,78,0,109,1997
HUM,3.0,4,5,41,0,75,0,109,1997
HUM,3.0,5,1,47,0,78,0,115,1997
HUM,3.0,5,2,47,0,84,0,115,1997
HUM,3.0,5,3,47,0,78,0,115,1997
HUM,3.0,5,4,41,0,78,84,0,1997
HUM,3.0,5,5,47,0,84,0,115,1997
HUM,3.0,6,1,47,63,0,0,0,1997
HUM,3.0,6,2,41,63,0,0,0,1997
HUM,3.0,6,3,47,63,0,0,0,1997
HUM,3.0,6,4,47,0,85,0,116,1997
HUM,3.0,6,5,41,0,75,0,116,1997
HUM,3.0,7,1,47,0,80,0,112,1997
HUM,3.0,7,2,50,0,85,0,112,1997
HUM,3.0,7,3,47,0,85,0,112,1997
HUM,3.0,7,4,47,0,80,0,112,1997
HUM,3.0,7,5,47,0,85,0,112,1997
HUM,3.0,8,2,47,0,82,0,113,1997
HUM,3.0,8,3,41,0,77,0,113,1997
HUM,3.0,8,4,47,0,82,0,113,1997
HUM,3.0,8,5,47,-1,0,0,0,1997
HUM,3.1,2,1,47,77,0,0,0,1997
HUM,3.1,2,1,50,0,85,0,112,1997
HUM,3.1,2,2,47,70,0,0,0,1997
HUM,3.1,2,3,47,82,0,0,0,1997
HUM,3.1,2,3,47,0,82,0,112,1997
HUM,3.1,2,4,54,0,92,0,112,1997
HUM,3.1,2,4,48,0,85,0,116,1997
HUM,3.1,2,5,48,0,85,0,116,1997
HUM,4.0,1,1,41,0,77,0,110,1997
HUM,4.0,1,2,48,0,82,0,110,1997
HUM,4.0,1,3,41,0,79,0,110,1997
HUM,4.0,1,4,43,0,81,0,110,1997
HUM,4.0,1,5,41,80,0,0,0,1997
HUM,4.0,2,1,45,0,79,0,110,1997
HUM,4.0,2,2,45,0,81,0,110,1997
HUM,4.0,2,3,41,0,75,0,110,1997
HUM,4.0,2,4,44,48,0,0,0,1997
HUM,4.0,2,5,43,0,80,0,110,1997
HUM,4.0,3,1,51,0,82,0,115,1997
HUM,4.0,3,2,47,0,82,0,115,1997
HUM,4.0,3,3,47,0,82,0,115,1997
HUM,4.0,3,4,41,0,82,0,115,1997
HUM,4.0,3,5,41,0,87,0,115,1997
HUM,4.0,4,1,47,0,85,0,112,1997
HUM,4.0,4,2,50,0,85,0,112,1997
HUM,4.0,4,3,47,0,76,0,112,1997
HUM,4.0,4,4,47,0,76,0,112,1997
HUM,4.0,4,5,41,0,76,0,112,1997
HUM,4.0,5,1,47,0,84,0,113,1997
HUM,4.0,5,2,51,0,84,0,113,1997
HUM,4.0,5,3,47,0,84,0,113,1997
HUM,4.0,5,4,47,0,84,0,113,1997
HUM,4.0,5,5,47,0,84,0,113,1997
HUM,5.0,1,1,45,0,78,0,110,1997
HUM,5.0,1,2,44,0,84,0,110,1997
HUM,5.0,1,3,47,0,84,0,110,1997
HUM,5.0,1,4,45,0,79,0,110,1997
HUM,5.0,1,5,43,0,81,0,110,1997
HUM,5.0,2,1,41,43,0,0,0,1997
HUM,5.0,2,2,41,0,79,0,110,1997
HUM,5.0,2,3,45,0,80,0,110,1997
HUM,5.0,2,4,45,0,79,0,110,1997
HUM,5.0,2,5,45,0,81,0,110,1997
HUM,5.0,3,1,46,0,84,0,110,1997
HUM,5.0,3,2,46,0,80,0,110,1997
HUM,5.0,3,3,46,0,77,0,110,1997
HUM,5.0,3,4,45,0,81,0,110,1997
HUM,5.0,3,5,44,0,84,0,110,1997
HUM,5.0,4,1,41,0,78,84,0,1997
HUM,5.0,4,2,51,68,0,0,0,1997
HUM,5.0,4,3,47,0,84,0,115,1997
HUM,5.0,4,4,51,0,84,0,115,1997
HUM,5.0,4,5,47,0,78,0,115,1997
HUM,5.0,5,1,51,0,87,0,113,1997
HUM,5.0,5,2,51,0,87,0,113,1997
HUM,5.0,5,3,47,0,82,0,113,1997
HUM,5.0,5,4,41,0,77,0,113,1997
HUM,5.0,5,5,47,0,77,0,113,1997
HUM,5.0,6,1,47,0,85,0,112,1997
HUM,5.0,6,2,41,0,76,0,112,1997
HUM,5.0,6,3,50,0,92,0,112,1997
HUM,5.0,6,4,47,0,80,0,112,1997
HUM,5.0,6,5,47,0,80,0,112,1997
HUM,5.0,7,1,47,0,81,0,111,1997
HUM,5.0,7,2,47,0,81,0,111,1997
HUM,5.0,7,3,41,0,81,0,111,1997
HUM,5.0,7,4,47,0,81,0,111,1997
HUM,5.0,7,5,47,0,81,0,111,1997
HUM,2.0,1,1,52,0,74,0,114,1998
HUM,2.0,1,2,52,0,88,0,114,1998
HUM,2.0,1,3,52,0,82,0,114,1998
HUM,2.0,1,4,52,0,80,0,114,1998
HUM,2.0,1,5,52,0,87,0,114,1998
HUM,2.0,2,1,52,68,0,0,0,1998
HUM,2.0,2,2,52,0,81,0,112,1998
HUM,2.0,2,3,52,0,74,0,112,1998
HUM,2.0,2,4,52,0,83,0,112,1998
HUM,2.0,2,5,52,0,75,0,112,1998
HUM,2.0,3,1,52,74,0,0,0,1998
HUM,2.0,3,3,52,0,78,82,114,1998
HUM,2.0,3,4,52,0,73,0,114,1998
HUM,2.0,3,5,52,0,80,0,112,1998
HUM,2.0,4,2,52,0,85,0,110,1998
HUM,2.0,4,3,52,0,87,0,112,1998
HUM,2.0,4,4,52,0,79,0,110,1998
HUM,2.0,4,5,52,0,78,0,112,1998
HUM,2.0,5,1,52,0,76,0,110,1998
HUM,2.0,5,2,52,0,82,0,110,1998
HUM,2.0,5,3,52,0,75,0,110,1998
HUM,2.0,5,4,52,0,73,0,110,1998
HUM,2.0,5,5,52,0,79,0,110,1998
HUM,2.0,6,1,52,0,77,0,110,1998
HUM,2.0,6,2,52,0,72,0,110,1998
HUM,2.0,6,3,52,0,85,0,110,1998
HUM,2.0,6,4,52,0,76,0,110,1998
HUM,2.0,6,5,52,0,78,0,110,1998
HUM,2.0,7,1,52,0,87,0,110,1998
HUM,2.0,7,2,52,0,82,0,110,1998
HUM,2.0,7,3,52,0,78,0,110,1998
HUM,2.0,7,4,52,0,81,0,110,1998
HUM,2.0,7,5,52,0,81,0,110,1998
HUM,2.0,8,1,52,0,80,0,110,1998
HUM,2.0,8,2,52,0,78,0,110,1998
HUM,2.0,8,3,52,0,75,0,110,1998
HUM,2.0,8,4,52,0,80,0,110,1998
HUM,2.0,8,5,52,0,78,0,110,1998
HUM,2.2,2,1,52,0,85,0,120,1998
HUM,2.2,2,2,52,0,84,0,120,1998
HUM,2.2,2,3,52,0,82,0,120,1998
HUM,2.2,2,4,52,0,82,0,116,1998
HUM,2.2,2,5,52,0,81,0,112,1998
HUM,2.2,3,1,52,0,84,0,114,1998
HUM,2.2,3,2,52,0,81,0,112,1998
HUM,2.2,3,3,52,0,85,0,112,1998
HUM,2.2,3,4,52,0,82,0,112,1998
HUM,2.2,3,5,52,0,86,0,112,1998
HUM,3.0,1,1,52,0,81,0,114,1998
HUM,3.0,1,2,52,0,78,87,0,1998
HUM,3.0,1,3,52,0,84,0,114,1998
HUM,3.0,1,4,52,0,87,0,112,1998
HUM,3.0,1,5,52,0,86,0,112,1998
HUM,3.0,2,1,52,0,83,0,114,1998
HUM,3.0,2,2,52,0,82,0,114,1998
HUM,3.0,2,3,52,0,87,0,114,1998
HUM,3.0,2,4,53,0,90,0,0,1998
HUM,3.0,2,5,52,0,87,0,116,1998
HUM,3.0,3,1,52,0,83,0,112,1998
HUM,3.0,3,2,53,0,87,0,112,1998
HUM,3.0,3,3,52,0,88,0,112,1998
HUM,3.0,3,4,52,0,86,0,112,1998
HUM,3.0,3,5,57,0,91,0,114,1998
HUM,3.0,4,2,52,0,82,0,112,1998
HUM,3.0,4,3,53,0,89,0,112,1998
HUM,3.0,4,4,52,0,88,0,112,1998
HUM,3.0,4,5,52,0,84,0,112,1998
HUM,4.0,1,1,52,0,90,0,120,1998
HUM,4.0,1,2,54,0,88,0,120,1998
HUM,4.0,1,3,52,0,88,0,120,1998
HUM,4.0,1,4,52,0,86,0,116,1998
HUM,4.0,1,5,52,0,79,0,116,1998
HUM,4.0,3,1,52,0,88,0,120,1998
HUM,4.0,3,3,52,0,84,0,114,1998
HUM,4.0,3,4,52,0,86,0,114,1998
HUM,4.0,3,5,52,0,83,0,114,1998
HUM,5.0,1,1,52,0,84,0,120,1998
HUM,5.0,1,2,52,0,89,0,120,1998
HUM,5.0,1,3,52,0,87,0,120,1998
HUM,5.0,1,4,52,0,87,0,114,1998
HUM,5.0,1,5,52,0,88,0,112,1998
HUM,5.0,2,1,52,0,88,0,114,1998
HUM,5.0,2,2,52,0,87,0,112,1998
HUM,5.0,2,3,52,0,84,0,112,1998
HUM,5.0,2,4,52,0,87,0,114,1998
HUM,5.0,2,5,52,0,84,0,112,1998
HUM,5.0,3,1,52,71,0,0,0,1998
HUM,5.0,3,2,52,0,80,0,112,1998
HUM,5.0,3,3,53,0,90,0,112,1998
HUM,5.0,3,4,52,0,88,0,112,1998
HUM,5.0,3,5,52,-1,0,0,0,1998
HUM,5.0,4,1,52,0,86,92,0,1998
HUM,5.0,4,2,52,0,84,0,114,1998
HUM,5.0,4,4,53,0,88,0,114,1998
HUM,5.0,4,5,52,0,86,0,112,1998
HUM,2.0,H1,1,47,0,78,92,0,1999
HUM,2.0,H1,2,47,0,77,0,107,1999
HUM,2.0,H1,3,47,0,80,0,107,1999
HUM,2.0,H1,4,47,0,80,0,107,1999
HUM,2.0,H1,5,47,0,80,0,107,1999
HUM,2.0,H2,1,47,0,77,0,104,1999
HUM,2.0,H2,2,34,0,77,0,104,1999
HUM,2.0,H2,3,47,0,80,0,104,1999
HUM,2.0,H2,4,34,0,71,0,104,1999
HUM,2.0,H2,5,47,0,77,0,104,1999
HUM,2.0,H3,2,47,0,77,0,104,1999
HUM,2.0,H3,3,47,0,77,0,104,1999
HUM,2.0,H3,4,47,0,77,0,104,1999
HUM,2.0,H3,5,47,0,71,80,0,1999
HUM,2.0,H4,1,47,0,78,0,107,1999
HUM,2.0,H4,2,47,0,82,0,107,1999
HUM,2.0,H4,3,47,0,77,0,107,1999
HUM,2.0,H4,4,47,0,80,0,107,1999
HUM,2.0,H4,5,47,0,77,0,104,1999
HUM,2.0,H5,1,47,0,80,0,107,1999
HUM,2.0,H5,2,47,0,80,0,107,1999
HUM,2.0,H5,3,47,0,77,0,107,1999
HUM,2.0,H5,4,47,0,77,0,107,1999
HUM,2.0,H5,5,47,0,77,0,107,1999
HUM,2.0,H6,1,47,0,77,0,107,1999
HUM,2.0,H6,3,47,0,77,0,107,1999
HUM,2.0,H6,4,47,0,77,0,107,1999
HUM,2.0,H6,5,47,0,77,0,107,1999
HUM,2.0,L1,1,47,0,84,0,0,1999
HUM,2.0,L1,2,47,0,77,0,110,1999
HUM,2.0,L1,3,47,0,77,0,110,1999
HUM,2.0,L1,4,47,0,77,0,110,1999
HUM,2.0,L1,5,47,0,77,0,110,1999
HUM,2.0,L2,1,47,0,77,0,110,1999
HUM,2.0,L2,2,47,0,77,0,110,1999
HUM,2.0,L2,3,47,0,77,0,110,1999
HUM,2.0,L2,4,47,0,72,85,0,1999
HUM,2.0,L2,5,47,0,77,0,107,1999
HUM,2.0,L3,1,47,0,82,0,107,1999
HUM,2.0,L3,2,47,0,82,0,107,1999
HUM,2.0,L3,4,47,-1,0,0,0,1999
HUM,2.0,L3,5,47,0,77,0,107,1999
HUM,2.0,L4,1,47,71,0,0,0,1999
HUM,2.0,L4,2,47,72,0,0,0,1999
HUM,2.0,L4,3,47,0,77,0,104,1999
HUM,2.0,L4,4,47,0,77,0,104,1999
HUM,2.0,L5,1,47,77,0,0,0,1999
HUM,2.0,L5,3,47,0,71,0,107,1999
HUM,2.0,L5,4,47,0,77,0,104,1999
HUM,2.0,L5,5,47,0,82,0,104,1999
HUM,2.0,L6,1,47,0,82,0,110,1999
HUM,2.0,L6,2,47,0,77,0,110,1999
HUM,2.0,L6,3,47,0,72,0,110,1999
HUM,2.0,L6,4,53,0,84,0,110,1999
HUM,3.0,H1,1,47,77,0,0,0,1999
HUM,3.0,H1,2,47,0,77,0,111,1999
HUM,3.0,H1,3,47,0,77,0,111,1999
HUM,3.0,H1,4,47,0,82,0,111,1999
HUM,3.0,H1,5,47,0,78,0,107,1999
HUM,3.0,H2,1,47,71,0,0,0,1999
HUM,3.0,H2,2,47,0,78,82,0,1999
HUM,3.0,H2,3,47,0,77,0,107,1999
HUM,3.0,H2,4,47,0,77,0,107,1999
HUM,3.0,H2,5,47,0,80,0,107,1999
HUM,3.0,L3,1,47,0,80,0,107,1999
HUM,3.0,L3,2,47,0,77,0,107,1999
HUM,3.0,L3,3,53,71,0,0,0,1999
HUM,3.0,L3,4,47,0,80,0,107,1999
HUM,3.0,L3,5,47,0,77,0,107,1999
HUM,3.0,L4,2,47,0,78,0,107,1999
HUM,3.0,L4,3,47,0,78,91,0,1999
HUM,3.0,L4,4,47,0,72,0,107,1999
HUM,3.0,L4,5,53,0,77,0,107,1999
HUM,4.0,H1,1,47,0,82,0,111,1999
HUM,4.0,H1,2,47,0,77,0,107,1999
HUM,4.0,H1,3,47,0,77,0,107,1999
HUM,4.0,H1,4,47,0,78,0,107,1999
HUM,4.0,H1,5,47,0,78,0,107,1999
HUM,4.0,H2,1,47,0,77,0,107,1999
HUM,4.0,H2,2,47,0,77,0,107,1999
HUM,4.0,H2,3,47,0,77,0,104,1999
HUM,4.0,H2,4,47,0,77,0,104,1999
HUM,4.0,H2,5,47,0,80,0,104,1999
HUM,4.0,L3,1,47,0,78,0,111,1999
HUM,4.0,L3,2,47,0,82,0,111,1999
HUM,4.0,L3,3,47,0,80,0,111,1999
HUM,4.0,L3,4,47,77,0,0,0,1999
HUM,4.0,L3,5,53,71,0,0,0,1999
HUM,4.0,L4,1,53,0,87,0,111,1999
HUM,4.0,L4,2,47,0,80,0,111,1999
HUM,4.0,L4,3,47,0,77,0,111,1999
HUM,4.0,L4,4,47,0,78,0,111,1999
HUM,4.0,L4,5,47,0,82,0,107,1999
HUM,5.0,H1,1,47,0,77,0,107,1999
HUM,5.0,H1,2,47,71,0,0,0,1999
HUM,5.0,H1,3,47,0,80,0,107,1999
HUM,5.0,H1,4,47,0,77,0,107,1999
HUM,5.0,H1,5,47,0,80,99,0,1999
HUM,5.0,H2,1,53,0,83,0,111,1999
HUM,5.0,H2,2,47,0,82,0,111,1999
HUM,5.0,H2,3,47,0,80,0,111,1999
HUM,5.0,H2,4,47,0,80,0,111,1999
HUM,5.0,H2,5,47,0,80,0,111,1999
HUM,5.0,L3,1,47,0,77,0,111,1999
HUM,5.0,L3,2,47,0,76,0,107,1999
HUM,5.0,L3,3,47,0,82,0,107,1999
HUM,5.0,L3,4,47,0,85,104,0,1999
HUM,5.0,L3,5,47,0,82,0,107,1999
HUM,5.0,L4,1,47,0,82,87,0,1999
HUM,5.0,L4,2,47,0,80,0,107,1999
HUM,5.0,L4,3,47,0,80,0,107,1999
HUM,5.0,L4,4,47,0,80,0,107,1999
HUM,5.0,L4,5,47,0,78,0,107,1999
HUM,2.0,L1,1,45,0,84,0,101,2000
HUM,2.0,L1,2,38,0,75,0,110,2000
HUM,2.0,L1,3,38,0,75,0,101,2000
HUM,2.0,L1,4,45,0,74,0,101,2000
HUM,2.0,L1,5,38,0,75,0,110,2000
HUM,2.0,L2,1,45,63,0,0,0,2000
HUM,2.0,L2,2,45,0,77,0,116,2000
HUM,2.0,L2,3,45,78,0,0,0,2000
HUM,2.0,L2,4,45,0,78,0,116,2000
HUM,2.0,L2,5,45,0,78,0,116,2000
HUM,2.0,L3,1,42,0,81,0,110,2000
HUM,2.0,L3,2,45,77,0,0,0,2000
HUM,2.0,L3,3,45,0,77,0,116,2000
HUM,2.0,L3,4,48,0,84,0,116,2000
HUM,2.0,L3,5,45,0,77,0,116,2000
HUM,2.0,L4,1,45,0,84,0,116,2000
HUM,2.0,L4,2,44,0,81,0,116,2000
HUM,2.0,L4,3,38,0,75,0,104,2000
HUM,2.0,L4,4,39,0,76,0,116,2000
HUM,2.0,L4,5,40,0,77,0,116,2000
HUM,2.0,L5,1,43,0,80,0,116,2000
HUM,2.0,L5,2,45,0,84,0,116,2000
HUM,2.0,L5,3,42,0,79,0,116,2000
HUM,2.0,L5,4,42,0,79,0,110,2000
HUM,2.0,L5,5,38,0,75,0,110,2000
HUM,2.0,L6,1,41,0,78,0,104,2000
HUM,2.0,L6,2,43,0,78,0,104,2000
HUM,2.0,L6,3,44,0,81,0,107,2000
HUM,2.0,L6,4,45,74,0,0,0,2000
HUM,2.0,L6,5,45,59,0,0,0,2000
HUM,2.0,U1,1,45,74,0,0,0,2000
HUM,2.0,U1,3,43,0,80,0,101,2000
HUM,2.0,U1,4,40,0,77,0,107,2000
HUM,2.0,U1,5,38,0,75,0,110,2000
HUM,2.0,U2,1,43,0,79,0,110,2000
HUM,2.0,U2,2,40,0,77,0,110,2000
HUM,2.0,U2,3,45,0,74,0,110,2000
HUM,2.0,U2,4,40,0,77,0,107,2000
HUM,2.0,U2,5,48,74,0,0,0,2000
HUM,2.0,U3,1,39,0,76,84,0,2000
HUM,2.0,U3,2,42,0,80,0,116,2000
HUM,2.0,U3,3,44,0,81,0,116,2000
HUM,2.0,U3,4,43,0,77,0,116,2000
HUM,2.0,U3,5,40,0,77,0,116,2000
HUM,2.0,U4,3,39,0,76,0,116,2000
HUM,2.0,U4,5,41,0,78,0,116,2000
HUM,2.0,U5,1,41,0,78,0,110,2000
HUM,2.0,U5,2,42,0,80,0,110,2000
HUM,2.0,U5,3,43,0,79,0,116,2000
HUM,2.0,U5,4,45,-1,0,0,0,2000
HUM,2.0,U6,1,40,0,77,0,116,2000
HUM,2.0,U6,2,40,0,77,0,116,2000
HUM,2.0,U6,3,38,0,75,0,104,2000
HUM,2.0,U6,4,38,0,75,0,104,2000
HUM,2.0,U6,5,44,0,81,0,116,2000
HUM,3.0,01,1,45,-1,0,0,0,2000
HUM,3.0,01,2,37,0,75,0,110,2000
HUM,3.0,01,3,39,0,76,0,107,2000
HUM,3.0,01,4,37,0,74,0,107,2000
HUM,3.0,01,5,39,0,76,0,107,2000
HUM,3.0,02,1,41,0,78,84,0,2000
HUM,3.0,02,2,43,0,80,0,107,2000
HUM,3.0,02,3,43,0,80,0,107,2000
HUM,3.0,02,5,49,0,86,0,107,2000
HUM,3.0,03,1,35,0,74,0,110,2000
HUM,3.0,03,2,40,0,77,0,110,2000
HUM,3.0,03,3,41,0,78,0,110,2000
HUM,3.0,03,4,41,0,78,0,107,2000
HUM,3.0,03,5,40,0,77,0,107,2000
HUM,4.0,01,1,44,0,81,0,107,2000
HUM,4.0,01,2,43,0,80,0,107,2000
HUM,4.0,01,3,45,74,0,0,0,2000
HUM,4.0,01,4,45,74,0,0,0,2000
HUM,4.0,01,5,45,74,0,0,0,2000
HUM,4.0,02,1,45,74,0,0,0,2000
HUM,4.0,02,2,45,74,0,0,0,2000
HUM,4.0,02,3,43,0,80,0,116,2000
HUM,4.0,02,4,40,0,77,0,110,2000
HUM,4.0,02,5,44,0,81,0,110,2000
HUM,5.0,01,1,48,0,85,0,116,2000
HUM,5.0,01,2,38,0,75,0,116,2000
HUM,5.0,01,3,40,0,77,86,0,2000
HUM,5.0,01,4,45,0,84,0,110,2000
HUM,5.0,01,5,45,0,84,0,110,2000
HUM,5.0,02,1,38,0,75,0,107,2000
HUM,5.0,02,2,40,0,77,0,107,2000
HUM,5.0,02,3,42,0,79,0,107,2000
HUM,5.0,02,4,43,0,80,0,110,2000
HUM,5.0,02,5,42,0,79,0,107,2000
HUM,5.0,03,1,45,61,0,0,0,2000
HUM,5.0,03,2,45,56,0,0,0,2000
HUM,5.0,03,3,45,56,0,0,0,2000
HUM,5.0,03,4,48,56,0,0,0,2000
HUM,5.0,03,5,45,56,0,0,0,2000
HUM,2.0,1,3,39,0,78,0,107,2001
HUM,2.0,1,4,42,0,78,0,107,2001
HUM,2.0,1,5,40,0,76,0,107,2001
HUM,2.0,2,1,49,0,83,0,110,2001
HUM,2.0,2,2,39,0,76,0,110,2001
HUM,2.0,2,3,44,0,78,0,110,2001
HUM,2.0,2,4,39,0,75,0,105,2001
HUM,2.0,2,5,37,0,74,0,105,2001
HUM,2.0,3,1,44,0,78,0,113,2001
HUM,2.0,3,2,40,0,78,0,110,2001
HUM,2.0,3,3,44,0,80,0,110,2001
HUM,2.0,3,4,44,0,78,0,110,2001
HUM,2.0,3,5,42,0,77,0,110,2001
HUM,2.0,4,1,41,0,78,0,113,2001
HUM,2.0,4,2,44,0,78,0,110,2001
HUM,2.0,4,3,41,-1,0,0,0,2001
HUM,2.0,4,4,46,0,80,0,107,2001
HUM,2.0,5,1,44,0,79,0,113,2001
HUM,2.0,5,2,42,0,80,0,113,2001
HUM,2.0,5,3,44,0,79,0,113,2001
HUM,2.0,5,4,41,0,75,0,107,2001
HUM,2.0,5,5,39,0,74,0,107,2001
HUM,2.0,6,1,41,0,76,0,113,2001
HUM,2.0,6,2,39,0,76,0,113,2001
HUM,2.0,6,3,36,0,71,0,110,2001
HUM,2.0,6,4,36,0,72,0,107,2001
HUM,2.0,6,5,39,0,77,0,107,2001
HUM,2.0,7,2,41,0,78,0,107,2001
HUM,2.0,7,3,36,0,74,0,110,2001
HUM,2.0,7,5,38,0,72,0,110,2001
HUM,2.0,8,1,36,0,73,0,110,2001
HUM,2.0,8,2,39,-1,0,0,0,2001
HUM,2.0,8,3,41,0,76,0,107,2001
HUM,2.0,8,4,40,0,76,0,110,2001
HUM,2.0,8,5,40,0,77,0,110,2001
HUM,2.0,9,1,41,0,76,0,110,2001
HUM,2.0,9,2,35,0,70,0,110,2001
